a_sex;year;ahe12
2;1996;14.70025253
2;1996;17.5933876
2;1996;19.70459366
1;1996;38.70545197
1;1996;42.22412872
1;1996;31.66809464
1;1996;17.56523705
1;1996;42.22412872
2;1996;42.22412872
1;1996;9.500429153
1;1996;27.02344131
2;1996;16.08538246
2;1996;14.07470989
2;1996;18.76627922
1;1996;35.18677521
2;1996;13.72284126
2;1996;14.07470989
1;1996;26.98825455
2;1996;33.7793045
1;1996;23.70477486
2;1996;9.148561478
2;1996;21.22466087
2;1996;14.07470989
2;1996;17.97863197
1;1996;21.47398567
1;1996;59.67676544
2;1996;17.97863197
2;1996;17.5933876
2;1996;23.08252335
1;1996;33.7793045
1;1996;25.33447647
2;1996;19.00085831
2;1996;20.91099739
2;1996;11.96350288
2;1996;26.74194717
1;1996;13.53337479
2;1996;22.68843079
1;1996;20.40832901
2;1996;32.3718338
1;1996;20.1067276
1;1996;9.38313961
1;1996;21.11206436
2;1996;18.29712296
1;1996;14.07470989
1;1996;31.66809464
2;1996;38.70545197
1;1996;24.39616203
1;1996;19.70459366
1;1996;9.500429153
1;1996;18.01562881
2;1996;17.24151802
1;1996;6.474366665
2;1996;24.63074112
2;1996;23.22327042
2;1996;23.22327042
2;1996;25.33447647
2;1996;8.712915421
2;1996;18.29712296
2;1996;21.11206436
1;1996;12.73426056
2;1996;19.00085831
2;1996;33.7793045
1;1996;29.3223114
2;1996;31.66809464
1;1996;9.148561478
1;1996;10.55603218
1;1996;39.87834167
2;1996;22.87140274
1;1996;27.44568253
1;1996;27.02344131
2;1996;11.96350288
2;1996;15.97669697
1;1996;32.84098816
2;1996;19.70459366
2;1996;10.24638844
1;1996;39.40918732
2;1996;20.35554886
2;1996;25.02170563
2;1996;14.07470989
1;1996;36.59424591
1;1996;22.87140274
2;1996;11.25976753
1;1996;25.18632317
1;1996;14.07470989
1;1996;24.39616203
1;1996;35.18677521
2;1996;27.09381485
1;1996;32.17076492
1;1996;35.18677521
2;1996;25.02170563
2;1996;31.66809464
1;1996;9.651229858
1;1996;52.20438004
1;1996;26.74194717
2;1996;43.78798294
1;1996;66.30751801
2;1996;36.51816559
1;1996;10.90789986
2;1996;21.11206436
1;1996;2.515854359
1;1996;21.26844978
1;1996;20.1067276
2;1996;30.96436119
1;1996;14.63769817
1;1996;24.63074112
1;1996;24.63074112
1;1996;34.54701233
2;1996;22.51953506
1;1996;16.88965225
2;1996;9.148561478
2;1996;14.42657661
2;1996;24.63074112
2;1996;19.01987839
1;1996;21.11206436
1;1996;36.59424591
2;1996;19.07122993
1;1996;46.91569519
1;1996;56.29883957
1;1996;25.02170563
1;1996;33.07556534
2;1996;22.25563431
1;1996;28.85315323
2;1996;26.29748344
1;1996;29.55689049
2;1996;20.1067276
2;1996;32.72370148
2;1996;24.63074112
1;1996;28.14941978
2;1996;52.23281097
2;1996;21.11206436
1;1996;9.38313961
1;1996;40.66027451
1;1996;22.51953506
1;1996;16.88965225
2;1996;16.88965225
1;1996;39.87834167
1;1996;42.22412872
1;1996;13.23022747
2;1996;26.74194717
2;1996;14.50121593
1;1996;19.87017822
1;1996;37.53255844
1;1996;8.042691231
1;1996;44.8092804
1;1996;33.07556534
1;1996;25.33447647
1;1996;25.33447647
1;1996;21.11206436
1;1996;9.651229858
2;1996;24.39616203
1;1996;12.94873333
1;1996;8.819775581
1;1996;17.5933876
1;1996;26.74194717
2;1996;24.17909813
2;1996;14.17707157
1;1996;16.1859169
2;1996;9.514503479
1;1996;61.92872238
1;1996;20.0173645
1;1996;39.40918732
2;1996;30.96436119
1;1996;27.23292542
1;1996;32.20293427
2;1996;17.5933876
2;1996;22.06305885
1;1996;15.01302433
2;1996;12.66723824
1;1996;25.02170563
1;1996;25.80363274
2;1996;15.4821806
2;1996;10.4554987
2;1996;22.51953506
1;1996;15.35422897
2;1996;14.63769817
2;1996;11.25976753
1;1996;9.148561478
2;1996;22.51953506
1;1996;37.29798126
2;1996;20.92440033
1;1996;36.59424591
2;1996;12.06403637
2;1996;12.66723824
1;1996;16.88965225
1;1996;16.88965225
1;1996;17.45263863
2;1996;19.00085831
1;1996;13.51172066
2;1996;58.76190948
1;1996;22.00772667
2;1996;16.88965225
2;1996;7.037354946
1;1996;30.96436119
2;1996;32.65332413
2;1996;14.07470989
2;1996;16.42049408
1;1996;11.56136894
2;1996;13.7619381
2;1996;33.07556534
1;1996;28.85315323
1;1996;28.14941978
2;1996;9.852296829
1;1996;35.18677521
2;1996;20.12683487
2;1996;22.51953506
2;1996;42.53689957
1;1996;36.28147507
1;1996;38.47087097
2;1996;25.12335587
2;1996;18.14073753
2;1996;43.63159943
1;1996;26.61399651
2;1996;24.56676483
2;1996;23.92700577
1;1996;5.855079174
2;1996;30.02604866
1;1996;27.02344131
2;1996;17.10077286
2;1996;49.12073898
2;1996;45.74280548
1;1996;17.56523705
2;1996;23.38567162
1;1996;14.63769817
2;1996;19.00085831
1;1996;21.3935585
1;1996;25.02170563
2;1996;25.32384109
2;1996;14.42939281
2;1996;24.63074112
1;1996;26.272789
2;1996;22.51953506
1;1996;17.45263863
1;1996;35.03038788
2;1996;22.51953506
2;1996;30.02604866
2;1996;21.11206436
1;1996;25.33447647
2;1996;22.51953506
2;1996;17.91326714
1;1996;22.22322464
1;1996;17.45263863
2;1996;16.88965225
1;1996;21.11206436
2;1996;23.92700577
1;1996;30.26062393
2;1996;21.11206436
1;1996;38.70545197
1;1996;28.14941978
1;1996;39.97217178
1;1996;30.74212837
2;1996;7.037354946
2;1996;12.51085281
2;1996;10.55603218
1;1996;18.42507362
2;1996;10.55603218
1;1996;6.474366665
2;1996;31.66809464
1;1996;33.7793045
1;1996;20.64290619
1;1996;21.92406654
2;1996;16.13564873
2;1996;49.26148224
1;1996;42.92786407
1;1996;22.63213158
1;1996;54.42455673
1;1996;23.63378334
1;1996;23.56695557
2;1996;10.51179695
2;1996;26.39008141
1;1996;23.22327042
1;1996;7.741090298
1;1996;28.85315323
1;1996;24.85945511
1;1996;27.02344131
2;1996;23.22327042
1;1996;28.14941978
1;1996;20.40832901
1;1996;22.51953506
2;1996;16.1859169
2;1996;16.88965225
1;1996;28.78917694
2;1996;25.33447647
1;1996;30.26062393
2;1996;18.29712296
2;1996;25.33447647
1;1996;13.60555172
1;1996;17.45263863
1;1996;24.20849991
2;1996;23.92700577
1;1996;28.14941978
2;1996;21.81579971
1;1996;21.81579971
2;1996;33.07556534
1;1996;36.59424591
1;1996;38.28321075
1;1996;18.62428093
1;1996;14.07470989
1;1996;21.11206436
1;1996;12.38574409
1;1996;14.38748074
1;1996;30.96436119
1;1996;41.91135788
1;1996;4.021345615
1;1996;14.38748074
1;1996;23.4578476
2;1996;45.74280548
1;1996;28.14941978
1;1996;35.18677521
1;1996;19.70459366
1;1996;16.88965225
2;1996;9.070368767
2;1996;23.92700577
2;1996;16.88965225
1;1996;14.07470989
1;1996;28.14941978
1;1996;30.65158844
2;1996;31.1125145
1;1996;19.08530617
1;1996;18.29712296
1;1996;18.57861519
2;1996;21.11206436
1;1996;10.92197418
2;1996;32.3718338
2;1996;23.77062225
1;1996;29.90875626
1;1996;20.5256176
2;1996;19.14160538
1;1996;31.66809464
2;1996;19.00085831
1;1996;18.11353874
1;1996;14.07470989
1;1996;19.00085831
1;1996;30.96436119
2;1996;19.70459366
1;1996;21.58122063
2;1996;19.00085831
1;1996;16.53778267
1;1996;16.88965225
2;1996;14.07470989
1;1996;42.22412872
1;1996;30.99814034
1;1996;28.14941978
1;1996;28.14941978
1;1996;52.78016281
2;1996;17.51519394
1;1996;17.5933876
2;1996;13.51172066
1;1996;14.07470989
2;1996;11.97847557
1;1996;20.83057022
1;1996;33.7793045
2;1996;35.18677521
1;1996;46.91569519
1;1996;15.2006855
1;1996;52.92090988
1;1996;28.14941978
1;1996;16.88965225
1;1996;31.27713203
2;1996;14.07470989
1;1996;34.40484619
2;1996;39.40918732
1;1996;29.40050507
2;1996;21.11206436
1;1996;29.55689049
2;1996;16.88965225
1;1996;31.66809464
2;1996;38.70545197
2;1996;42.22412872
1;1996;17.03039742
1;1996;9.148561478
2;1996;26.74194717
2;1996;31.61742783
1;1996;16.42049408
1;1996;31.66809464
1;1996;33.7793045
2;1996;16.88965225
1;1996;11.25976753
2;1996;14.77844524
2;1996;24.75951004
2;1996;14.07470989
2;1996;23.22327042
2;1996;42.22412872
2;1996;19.70459366
2;1996;17.5933876
2;1996;14.77844524
1;1996;22.83230591
2;1996;18.29712296
1;1996;13.1363945
2;1996;15.4821806
2;1996;20.29376793
1;1996;19.70459366
1;1996;23.14507866
1;1996;20.36340904
1;1996;22.51953506
1;1996;39.40918732
1;1996;24.20849991
1;1996;31.66809464
2;1996;24.63074112
1;1996;30.26062393
1;1996;30.96436119
2;1996;15.4821806
2;1996;30.70845795
2;1996;14.07470989
1;1996;20.4723053
2;1996;28.14941978
1;1996;13.15563107
1;1996;22.87140274
2;1996;14.07470989
1;1996;6.333619118
1;1996;21.11206436
1;1996;10.78122711
2;1996;22.87140274
2;1996;18.49818993
1;1996;20.80241966
1;1996;20.80241966
2;1996;24.51814461
1;1996;8.120890617
2;1996;29.63096619
2;1996;24.63074112
2;1996;20.1067276
1;1996;38.70545197
1;1996;25.59037971
2;1996;22.2493
1;1996;37.53255844
1;1996;14.63769817
1;1996;32.52821732
2;1996;33.153759
2;1996;13.37097359
1;1996;28.77496147
2;1996;40.81665802
1;1996;22.51953506
1;1996;52.78016281
1;1996;46.44654083
2;1996;22.51953506
1;1996;22.51953506
1;1996;9.852296829
2;1996;16.1859169
2;1996;26.03821182
1;1996;39.40918732
2;1996;14.70025253
1;1996;21.11206436
2;1996;24.90140915
2;1996;15.4821806
1;1996;25.33447647
1;1996;49.26148224
2;1996;14.07470989
1;1996;21.11206436
1;1996;33.7793045
1;1996;17.5933876
1;1996;25.02170563
2;1996;22.32248878
2;1996;8.444826126
2;1996;22.51953506
1;1996;25.33447647
1;1996;9.148561478
2;1996;11.96350288
1;1996;23.92700577
2;1996;19.70459366
2;1996;17.5933876
2;1996;15.53388309
2;1996;16.88965225
2;1996;21.11206436
1;1996;18.64899063
1;1996;22.51953506
1;1996;29.90875626
1;1996;26.10219002
2;1996;11.96350288
2;1996;11.80459499
1;1996;20.83057022
2;1996;26.46045494
1;1996;17.53474236
1;1996;35.18677521
1;1996;28.77496147
2;1996;19.00085831
1;1996;35.65592957
2;1996;24.63074112
2;1996;11.96350288
1;1996;32.3718338
1;1996;28.77496147
1;1996;40.49430847
2;1996;16.1859169
1;1996;19.39182091
2;1996;18.76940727
1;1996;25.59037971
2;1996;30.70845795
2;1996;25.33447647
1;1996;49.26148224
1;1996;25.33447647
1;1996;38.70545197
2;1996;21.11206436
1;1996;17.56523705
1;1996;38.70545197
2;1996;25.02170563
2;1996;12.43265915
2;1996;24.63074112
1;1996;26.74194717
2;1996;25.89746666
1;1996;21.11206436
1;1996;28.14941978
1;1996;25.33447647
1;1996;25.4427433
1;1996;19.14160538
2;1996;18.76627922
1;1996;20.83057022
1;1996;22.51953506
2;1996;33.71228027
1;1996;24.8653183
2;1996;13.6331501
1;1996;50.66895294
2;1996;31.66809464
1;1996;26.23807144
1;1996;46.44654083
2;1996;24.41962051
2;1996;31.90267563
1;1996;60.92785263
1;1996;16.88965225
2;1996;16.1859169
2;1996;24.63074112
2;1996;10.79061031
2;1996;22.51953506
2;1996;14.81548309
1;1996;30.65158844
2;1996;49.26148224
1;1996;16.32666206
2;1996;15.2006855
2;1996;12.52649212
2;1996;8.444826126
1;1996;19.87017822
2;1996;15.67007828
2;1996;19.70459366
2;1996;15.4821806
1;1996;23.22327042
2;1996;28.14941978
1;1996;22.51953506
1;1996;7.318849087
1;1996;26.03821182
1;1996;24.63074112
1;1996;30.82361221
1;1996;24.63074112
1;1996;24.63074112
2;1996;14.07470989
2;1996;19.00085831
2;1996;24.63074112
1;1996;28.14941978
2;1996;29.64133835
2;1996;16.88965225
2;1996;37.53255844
1;1996;50.04341125
2;1996;21.11206436
1;1996;49.26148224
2;1996;29.09242439
2;1996;19.14160538
1;1996;23.22327042
1;1996;30.26062393
2;1996;27.44568253
2;1996;36.59424591
2;1996;15.4821806
1;1996;10.55603218
2;1996;16.08538246
1;1996;19.50613976
1;1996;27.44568253
2;1996;26.03821182
2;1996;12.58681107
2;1996;17.03039742
1;1996;23.22327042
2;1996;12.06403637
2;1996;21.11206436
1;1996;26.03821182
1;1996;14.63769817
2;1996;11.96350288
1;1996;16.88965225
1;1996;3.523890495
1;1996;17.73413467
1;1996;12.54659748
1;1996;19.12471581
1;1996;33.7793045
2;1996;26.74194717
2;1996;16.88965225
2;1996;19.70459366
2;1996;16.1859169
2;1996;28.14941978
2;1996;30.26062393
2;1996;19.00085831
1;1996;8.444826126
1;1996;19.70459366
1;1996;16.1859169
2;1996;16.26410866
2;1996;9.852296829
1;1996;23.57514
1;1996;16.83938408
1;1996;17.5933876
2;1996;29.63096619
1;1996;26.17402077
2;1996;40.11292267
1;1996;20.83057022
2;1996;25.33447647
2;1996;22.51953506
1;1996;19.70459366
2;1996;25.33447647
1;1996;17.22082138
2;1996;13.77723122
1;1996;40.53516388
2;1996;5.889724731
2;1996;16.88965225
2;1996;39.40918732
1;1996;33.08176041
1;1996;26.10219002
2;1996;27.44568253
1;1996;31.43351936
1;1996;20.5256176
1;1996;42.92786407
2;1996;17.5933876
1;1996;12.94873333
1;1996;45.74280548
1;1996;14.07470989
2;1996;29.68484116
2;1996;21.11206436
1;1996;22.16766739
1;1996;39.09641647
2;1996;49.26148224
1;1996;37.53255844
1;1996;31.74295998
1;1996;24.85945511
1;1996;28.14941978
1;1996;27.02344131
1;1996;19.70459366
2;1996;14.07470989
1;1996;62.55426407
1;1996;42.22412872
2;1996;39.40918732
2;1996;17.78803635
2;1996;42.22412872
1;1996;35.18677521
2;1996;21.11206436
2;1996;11.49434662
1;1996;23.70477486
1;1996;14.07470989
1;1996;20.64290619
2;1996;15.41515827
1;1996;16.1859169
2;1996;21.11206436
1;1996;21.11206436
1;1996;40.66027451
2;1996;15.55255413
2;1996;17.5933876
1;1996;20.40832901
2;1996;17.5933876
2;1996;23.92700577
2;1996;12.19808102
1;1996;16.1859169
2;1996;14.77844524
1;1996;18.29712296
2;1996;9.852296829
2;1996;21.81579971
2;1996;21.81579971
2;1996;33.7793045
2;1996;13.36956596
2;1996;12.79518986
1;1996;18.3688755
2;1996;16.1859169
1;1996;21.26844978
2;1996;21.11206436
2;1996;24.41962051
2;1996;21.81303978
1;1996;23.92700577
1;1996;13.51172066
1;1996;23.22327042
2;1996;12.79518986
2;1996;23.22327042
1;1996;27.02344131
2;1996;23.22327042
2;1996;16.42049408
1;1996;31.52734947
1;1996;14.07470989
1;1996;22.51953506
1;1996;23.14507866
1;1996;27.52387619
2;1996;20.97919846
2;1996;13.37097359
2;1996;16.26410866
1;1996;16.72436523
1;1996;29.55689049
1;1996;16.88965225
1;1996;26.46045494
2;1996;12.77702141
1;1996;22.51953506
1;1996;24.58382607
2;1996;18.76627922
1;1996;19.70459366
1;1996;8.444826126
1;1996;36.59424591
2;1996;27.28328323
1;1996;38.70545197
1;1996;29.08773422
2;1996;14.07470989
1;1996;41.91135788
2;1996;62.55426407
2;1996;15.30624676
2;1996;11.11268711
1;1996;34.40484619
1;1996;16.88965225
1;1996;17.5933876
1;1996;9.500429153
1;1996;31.66809464
1;1996;17.15355301
2;1996;12.77210903
2;1996;23.22327042
1;1996;26.74194717
1;1996;16.26410866
1;1996;24.13812637
2;1996;16.7556057
1;1996;20.83057022
1;1996;35.4187088
2;1996;19.05950165
1;1996;21.32101631
1;1996;9.744029045
2;1996;24.90140915
1;1996;34.442379
1;1996;16.88965225
1;1996;21.89399147
2;1996;29.55689049
2;1996;30.96436119
1;1996;13.72284126
2;1996;18.76627922
2;1996;15.4821806
1;1996;20.83057022
2;1996;42.22412872
1;1996;6.995130539
2;1996;13.37097359
1;1996;8.726319313
2;1996;16.88965225
2;1996;9.007814407
1;1996;19.76089287
2;1996;19.00085831
1;1996;17.73413467
2;1996;8.022114754
1;1996;16.43006897
2;1996;15.4821806
1;1996;28.14941978
1;1996;20.26758194
1;1996;25.33447647
2;1996;13.37097359
2;1996;11.189394
2;1996;21.11206436
2;1996;24.63074112
1;1996;8.444826126
1;1996;8.726319313
2;1996;20.97131729
2;1996;18.76627922
2;1996;30.96436119
1;1996;10.79061031
1;1996;36.59424591
2;1996;10.55603218
1;1996;28.56136131
2;1996;19.00085831
1;1996;27.53787231
2;1996;17.24151802
1;1996;20.5256176
2;1996;13.37097359
2;1996;8.444826126
1;1996;25.06765556
1;1996;29.3223114
1;1996;13.12466621
1;1996;26.74194717
1;1996;15.01302433
2;1996;21.11206436
1;1996;14.77844524
2;1996;12.28338242
2;1996;13.51172066
2;1996;13.01629066
1;1996;23.92700577
2;1996;22.51953506
2;1996;28.14941978
2;1996;45.03907013
1;1996;19.61260223
2;1996;7.741090298
1;1996;17.32244873
2;1996;12.069767
1;1996;17.5933876
1;1996;13.33393574
1;1996;20.1067276
2;1996;20.64290619
1;1996;21.89399147
1;1996;15.4821806
1;1996;10.69677925
2;1996;14.07470989
1;1996;14.77844524
1;1996;24.63074112
2;1996;16.88965225
2;1996;16.88965225
2;1996;27.44568253
1;1996;36.59424591
1;1996;27.49478149
1;1996;17.8905201
2;1996;22.80102921
1;1996;23.57514
1;1996;23.77062225
1;1996;21.89399147
1;1996;16.88965225
2;1996;12.38574409
2;1996;27.44568253
1;1996;16.08538246
1;1996;29.27539635
1;1996;26.74194717
2;1996;20.40832901
1;1996;17.03039742
2;1996;12.11079597
2;1996;38.1190033
2;1996;10.2625742
1;1996;14.07470989
1;1996;18.76627922
1;1996;20.49277687
2;1996;20.83057022
1;1996;17.5933876
2;1996;16.88965225
1;1996;6.929088116
1;1996;7.677114487
2;1996;15.52744102
2;1996;29.55689049
1;1996;8.108345985
2;1996;12.52649212
2;1996;17.5933876
2;1996;15.26323986
1;1996;20.11432457
2;1996;14.07470989
2;1996;9.852296829
1;1996;20.58918953
1;1996;23.33842659
2;1996;22.26363182
1;1996;28.77496147
2;1996;17.5933876
2;1996;19.35272598
1;1996;12.52649212
2;1996;13.67357922
2;1996;16.88965225
2;1996;13.51172066
1;1996;10.80482769
1;1996;13.37097359
2;1996;9.148561478
2;1996;12.66723824
1;1996;30.96436119
1;1996;14.38748074
1;1996;18.29712296
1;1996;11.25976753
2;1996;20.40832901
1;1996;19.16975403
2;1996;21.11206436
1;1996;17.5933876
1;1996;41.35219955
2;1996;19.00085831
2;1996;6.474366665
1;1996;21.11206436
1;1996;19.90727043
2;1996;21.11206436
1;1996;42.22412872
2;1996;18.51935577
1;1996;21.11206436
1;1996;18.57861519
1;1996;13.66185093
1;1996;30.96436119
2;1996;10.55603218
2;1996;8.835313797
1;1996;19.12471581
2;1996;16.60815811
1;1996;22.51953506
2;1996;14.77844524
1;1996;29.15475464
2;1996;18.17983246
1;1996;11.71015835
2;1996;12.10424995
2;1996;35.87670898
2;1996;12.66723824
1;1996;32.52821732
2;1996;16.1859169
1;1996;31.27713203
2;1996;17.42583084
2;1996;4.503907204
1;1996;19.70459366
2;1996;3.22890377
1;1996;20.0173645
1;1996;16.88965225
1;1996;30.11183548
1;1996;15.91216278
2;1996;7.649604797
1;1996;9.304790497
2;1996;18.01562881
2;1996;21.11206436
1;1996;16.82068634
2;1996;15.61354446
1;1996;18.29712296
1;1996;11.77157497
1;1996;33.7793045
1;1996;23.92700577
2;1996;16.88965225
1;1996;13.30699825
1;1996;14.07470989
2;1996;13.37097359
1;1996;26.58556366
2;1996;22.28495598
2;1996;13.7619381
2;1996;17.5933876
1;1996;21.11206436
1;1996;21.11206436
1;1996;22.51953506
1;1996;10.64559841
1;1996;11.69283581
1;1996;9.38313961
1;1996;23.85663223
2;1996;12.19808102
1;1996;17.8905201
1;1996;15.01302433
2;1996;21.26844978
1;1996;26.272789
2;1996;17.51519394
1;1996;16.28335571
2;1996;15.09484386
2;1996;26.03821182
1;1996;8.444826126
1;1996;9.852296829
2;1996;15.04067898
1;1996;12.35266781
2;1996;16.53778267
1;1996;22.51953506
2;1996;12.66723824
2;1996;11.96350288
1;1996;11.25976753
1;1996;18.01562881
2;1996;9.52083683
2;1996;15.83404732
1;1996;10.47158432
1;1996;16.88965225
2;1996;14.77844524
2;1996;3.838557243
2;1996;16.37784386
1;1996;15.63856602
1;1996;30.26062393
1;1996;3.049520254
2;1996;18.29712296
2;1996;19.98608589
1;1996;23.64551353
1;1996;21.89399147
1;1996;27.5864296
1;1996;23.89427567
1;1996;13.1363945
2;1996;10.55603218
2;1996;14.07470989
2;1996;11.97629833
1;1996;28.14941978
1;1996;28.14941978
1;1996;70.37355042
2;1996;28.14941978
1;1996;28.14941978
2;1996;22.51953506
2;1996;12.38574409
1;1996;12.55464077
1;1996;10.65033245
2;1996;4.133794308
1;1996;17.56523705
1;1996;17.56523705
2;1996;17.24151802
2;1996;7.037354946
1;1996;22.51953506
2;1996;21.11206436
1;1996;16.42049408
2;1996;18.06254387
1;1996;47.15028
2;1996;45.74280548
1;1996;43.30679703
1;1996;22.51953506
2;1996;22.16766739
1;1996;22.51953506
1;1996;40.11292267
2;1996;17.03780556
2;1996;40.9446106
2;1996;12.77550602
2;1996;20.0173645
1;1996;25.33447647
2;1996;19.26012993
1;1996;21.46393204
2;1996;19.26012993
2;1996;35.18677521
1;1996;19.70459366
1;1996;49.26148224
1;1996;29.55689049
1;1996;61.92872238
2;1996;23.92700577
1;1996;19.00085831
1;1996;13.37097359
2;1996;15.4821806
2;1996;25.33447647
1;1996;16.37784386
1;1996;26.54876518
1;1996;21.11206436
1;1996;23.92700577
2;1996;25.33447647
1;1996;25.89746666
1;1996;18.29712296
2;1996;25.89746666
2;1996;15.22320557
2;1996;23.92700577
1;1996;32.65332413
2;1996;11.96350288
1;1996;33.07556534
2;1996;24.63074112
2;1996;17.5933876
2;1996;35.03038788
2;1996;22.51953506
2;1996;6.241829872
2;1996;16.60815811
1;1996;23.03134155
1;1996;16.42049408
2;1996;18.76627922
1;1996;9.38313961
1;1996;38.70545197
2;1996;12.94873333
2;1996;16.83335304
2;1996;25.33447647
2;1996;18.14073753
2;1996;28.77496147
2;1996;12.66723824
2;1996;22.76081657
2;1996;33.7793045
2;1996;27.44568253
2;1996;23.22327042
2;1996;15.53388309
2;1996;28.14941978
1;1996;15.01302433
2;1996;21.11206436
1;1996;17.5933876
2;1996;14.07470989
2;1996;11.7289238
2;1996;19.52298355
1;1996;26.46045494
2;1996;20.40832901
1;1996;22.75036049
1;1996;5.911378384
2;1996;15.31941223
2;1996;25.89746666
2;1996;11.7289238
2;1996;22.51953506
1;1996;23.03134155
1;1996;17.52699661
2;1996;17.5933876
2;1996;29.55689049
2;1996;14.77844524
1;1996;22.51953506
1;1996;14.07470989
2;1996;24.63074112
1;1996;11.7289238
1;1996;16.88965225
2;1996;27.44568253
2;1996;21.11206436
1;1996;19.70529747
1;1996;52.92090988
2;1996;13.66526413
1;1996;24.63074112
2;1996;16.1859169
2;1996;24.77148819
2;1996;10.00868225
2;1996;29.55689049
2;1996;16.88965225
2;1996;28.14941978
1;1996;16.08538246
1;1996;42.22412872
2;1996;20.40832901
1;1996;7.318849087
2;1996;14.07470989
1;1996;24.77148819
1;1996;21.3935585
2;1996;43.63159943
2;1996;17.5933876
1;1996;12.19808102
2;1996;7.037354946
2;1996;24.63074112
1;1996;12.51085281
2;1996;38.00171661
1;1996;8.386180878
2;1996;18.76627922
1;1996;35.18677521
1;1996;32.58856583
1;1996;33.7793045
2;1996;34.40484619
1;1996;26.97652626
2;1996;29.55689049
2;1996;35.18677521
1;1996;30.3067894
2;1996;15.67007828
1;1996;13.37097359
2;1996;22.51953506
1;1996;38.70545197
1;1996;16.64344597
2;1996;12.4420433
1;1996;33.7793045
2;1996;15.4821806
2;1996;15.67007828
2;1996;14.77844524
1;1996;17.52699661
2;1996;11.96350288
1;1996;28.14941978
1;1996;18.47305679
2;1996;20.26758194
2;1996;21.1824379
1;1996;36.59424591
1;1996;18.49818993
2;1996;11.85238743
2;1996;9.852296829
1;1996;16.88965225
1;1996;22.51953506
2;1996;14.77844524
1;1996;2.564724684
1;1996;11.25976753
1;1996;51.60726547
1;1996;11.25976753
1;1996;14.07470989
2;1996;26.38002777
1;1996;21.81579971
1;1996;13.53987026
1;1996;20.83057022
2;1996;11.61163521
1;1996;32.3718338
2;1996;19.36398506
2;1996;15.4821806
1;1996;27.44568253
2;1996;14.07470989
1;1996;26.03821182
1;1996;12.38574409
1;1996;28.14941978
1;1996;14.07470989
2;1996;22.51953506
1;1996;23.64551353
1;1996;16.1859169
2;1996;19.01987839
1;1996;11.77157497
2;1996;21.11206436
2;1996;14.07470989
1;1996;14.40202808
1;1996;23.4578476
1;1996;23.22327042
2;1996;14.07470989
1;1996;18.29712296
1;1996;26.74194717
1;1996;22.51953506
1;1996;8.726319313
2;1996;30.96436119
2;1996;45.74280548
1;1996;31.66809464
2;1996;7.741090298
1;1996;26.46045494
1;1996;27.8221817
2;1996;22.51953506
1;1996;16.1859169
2;1996;12.66723824
1;1996;30.96436119
2;1996;19.70459366
2;1996;33.7793045
1;1996;40.37219238
2;1996;42.22412872
1;1996;19.14160538
2;1996;18.29712296
1;1996;11.96350288
1;1996;37.53255844
1;1996;28.14941978
1;1996;20.0173645
2;1996;15.4821806
2;1996;29.63096619
1;1996;30.401371
2;1996;28.14941978
1;1996;9.708677292
2;1996;16.04629517
2;1996;10.92197418
2;1996;17.52301407
1;1996;40.66027451
1;1996;56.29883957
1;1996;25.33447647
1;1996;24.02083969
1;1996;22.51953506
1;1996;43.16244125
2;1996;21.89399147
1;1996;13.61408234
1;1996;20.5256176
1;1996;35.18677521
1;1996;19.42309952
2;1996;16.1859169
2;1996;30.26062393
1;1996;15.55255413
2;1996;18.76627922
1;1996;18.76627922
2;1996;15.63856602
1;1996;28.14941978
1;1996;37.72021866
2;1996;24.08339119
2;1996;20.40832901
2;1996;15.6769743
1;1996;10.97827339
1;1996;12.55464077
2;1996;31.66809464
2;1996;28.43091202
1;1996;5.794088364
1;1996;16.88965225
2;1996;29.55689049
1;1996;19.70459366
2;1996;30.96436119
1;1996;20.1067276
2;1996;9.38313961
2;1996;14.39951038
1;1996;21.49592018
1;1996;15.01302433
1;1996;22.6025753
2;1996;14.43572617
1;1996;17.30391693
1;1996;26.17895889
1;1996;15.95133781
1;1996;21.49592018
1;1996;22.3915844
1;1996;24.63074112
2;1996;17.5933876
1;1996;24.20849991
2;1996;22.51953506
1;1996;24.63074112
2;1996;18.29712296
2;1996;12.66090488
1;1996;21.81579971
2;1996;25.33447647
2;1996;31.52734947
1;1996;18.14073753
1;1996;23.22327042
1;1996;18.01562881
2;1996;15.4821806
1;1996;10.55603218
2;1996;17.5933876
1;1996;33.02143478
2;1996;16.88965225
2;1996;30.02604866
1;1996;30.27626419
2;1996;17.5933876
2;1996;34.48303604
2;1996;14.77844524
1;1996;16.88965225
1;1996;24.63074112
2;1996;24.63074112
2;1996;11.11161232
1;1996;17.5933876
2;1996;21.44717598
1;1996;23.08252335
1;1996;24.20849991
1;1996;17.45263863
2;1996;22.23804092
2;1996;17.5933876
2;1996;12.52649212
2;1996;22.51953506
1;1996;14.84881878
2;1996;17.31189346
1;1996;21.58122063
1;1996;23.92700577
2;1996;16.1859169
2;1996;20.40832901
2;1996;20.83057022
1;1996;12.99203968
1;1996;18.76627922
2;1996;24.12229156
1;1996;34.40484619
1;1996;14.96363926
2;1996;16.88965225
1;1996;34.90527725
2;1996;35.03038788
2;1996;35.18677521
2;1996;16.88965225
2;1996;15.2006855
1;1996;12.73426056
2;1996;11.96350288
1;1996;27.44568253
2;1996;22.51953506
